9.055732390782016,2
7.134780171598622,2
6.098972745033425,2
4.029072977316635,2
3.68864920542791,2
2.326106846536049,5
12.803115506062815,2
9.58434177490286,2
10.245208294292084,2
9.778076435273805,2
7.918821351423197,2
5.994939481161215,2
6.082325522589527,2
3.2266788845498318,2
4.195713182347556,2
3.8291093181592695,2
4.5757472015536536,2
0.9333302384349346,1
0.12077896458244194,1
3.939292164103188,2
2.066741079566348,3
3.294772561686133,2
5.227679267841653,2
4.056274624063762,2
3.143240721433056,2
2.6814610634401648,5
1.8965218939231208,4
14.849243277655466,2
13.363108104458355,2
12.793736193526456,2
12.353767640074803,2
9.7108238493501,2
9.178906165556745,2
9.134928887334171,2
7.635390082126899,2
5.753959334337428,2
4.974052792263034,2
5.077523237577656,2
2.765974111247517,3
2.8441841918358444,5
1.5347689255712005,4
12.379018972776661,2
10.817155716955604,2
11.342549490907766,2
10.211430298477088,2
8.860288877056012,2
6.738203893804445,2
6.335427997710407,2
4.910749911276138,2
5.918551900627363,2
4.645396795350542,2
3.6677763061371813,2
0.7477527249913654,1
1.977641112560786,4
13.179832950891926,2
12.731936412880994,2
11.525150981109785,2
10.17187401905806,2
8.113113415875597,2
7.866802286835887,2
6.804371234353473,2
7.288651715755718,2
5.8983722386398245,2
5.448910805307988,2
2.857868402511845,3
0.0,1
1.1207704931185478,4
5.970915533881806,2
4.7646317577195,2
5.7847444732563496,2
1.5942070554196532,4
6.238004528023869,2
1.7968767329021833,4
3.823111318978925,2
2.391805118097255,5
5.220406942864488,2
2.386678616326405,3
3.313545074570869,2
1.9750560640472157,4
5.852306480791558,2
6.365666927227534,2
3.822970581311184,2
4.163725027392707,2
0.9781550422155064,1
2.2251332191258855,5
12.291622966123546,2
11.798751020711356,2
10.872914363496546,2
8.37245391651177,2
8.91781077139587,2
7.14230864759649,2
4.652709637285074,2
3.970220479395477,2
3.07456318639892,2
4.9029069967096595,2
2.9635970457383443,3
7.841644017745249,2
7.223947612249331,2
5.916805553173861,2
4.987177644670578,2
5.787517168122145,2
0.08421499627830586,1
3.369936385215942,2
3.935617659397961,2
3.1798734909945034,2
0.8643737625545236,1
2.5120301801044236,5
12.342055949974833,2
12.021618772209074,2
10.72506895173326,2
8.719192510434263,2
9.419766853845164,2
8.69197274526244,2
6.9786749625195785,2
5.436611046153083,2
4.408045081118449,2
3.249475869133904,2
2.3335778664643403,3
6.675967022124272,2
4.398574608234152,2
2.7829952532530142,5
17.510652034518507,2
15.424908044726095,2
17.222021304779027,2
14.721192681165322,2
13.533281482721375,2
13.273174519605757,2
10.92424052403826,2
10.43540775289525,2
8.712854888438747,2
8.430385935427012,2
7.11878337170842,2
5.274644876159572,2
5.229113190790745,2
3.3724324869865066,2
3.4285078702068184,2
1.008993658341289,4
25.371378488455658,2
26.0563969705652,2
23.327490885936513,2
22.61833290953289,2
21.130027630629034,2
19.57497707864617,2
19.997993573381823,2
17.903056515048167,2
16.06566120718353,2
14.067746556083234,2
14.197408501550305,2
